"survey_name","unit_position","unit_session_id","session","type","item_name","label","optional","showif","created","saved","shown","shown_relative","answer","answered","answered_relative","displaycount","display_order","hidden"
"AssessingRRsPRs_codingscheme_04results","70","2198343","PO9SCZyAW0-9331YtuzBKVxkzL94_LD4Q6yw59Bw50nWUSU2ZqmwWZ9KSfGJLIdQ","text","RESULT_SAMPLE_PREEXIST","Please specify the source of the data:","0","RESULT_SAMPLE_SOURCE == 2","2018-08-06 20:38:47","","","","","","","1","35","1"
"AssessingRRsPRs_codingscheme_04results","70","2198343","PO9SCZyAW0-9331YtuzBKVxkzL94_LD4Q6yw59Bw50nWUSU2ZqmwWZ9KSfGJLIdQ","mc_button","RESULT_SAMPLE_DEPEND","Does the sample that gave this result overlap fully or partly with the sample used for another analysis of this hypothesis or another hypothesis in this article?","0","","2018-08-06 20:38:47","2018-08-06 20:42:09","2018-08-06 18:40:20","2423.300000140443","1","2018-08-06 18:42:18","120561.1000000499","1","36","0"
"AssessingRRsPRs_codingscheme_04results","70","2198343","PO9SCZyAW0-9331YtuzBKVxkzL94_LD4Q6yw59Bw50nWUSU2ZqmwWZ9KSfGJLIdQ","textarea","RESULT_SAMPLE_DEPEND_SPEC","Please state exactly with which results from which hypothesis the sample overlaps, and how (e.g. if the sample is identical or what the differences are)","0","RESULT_SAMPLE_DEPEND == 1","2018-08-06 20:38:47","2018-08-06 20:42:09","2018-08-06 18:42:18","120572.7999999654","The same sample is used to test H1","2018-08-06 18:42:35","137549.4999999646","1","37","0"
"AssessingRRsPRs_codingscheme_04results","70","2198343","PO9SCZyAW0-9331YtuzBKVxkzL94_LD4Q6yw59Bw50nWUSU2ZqmwWZ9KSfGJLIdQ","mc","RESULT_SAMPLE_EXCLUDED","Were participants excluded from this analysis?","0","","2018-08-06 20:38:47","2018-08-06 20:42:09","2018-08-06 18:40:20","2423.300000140443","1","2018-08-06 18:42:35","137613.6000000406","1","38","0"
"AssessingRRsPRs_codingscheme_04results","70","2198343","PO9SCZyAW0-9331YtuzBKVxkzL94_LD4Q6yw59Bw50nWUSU2ZqmwWZ9KSfGJLIdQ","mc","RESULT_SAMPLE_EXCLUDED_PREREG","Were all reasons for exclusion preregistered?","0","RESULT_SAMPLE_EXCLUDED == 1","2018-08-06 20:38:47","2018-08-06 20:42:09","2018-08-06 18:42:35","138184.1000001878","1","2018-08-06 18:42:37","139581.8000000436","1","39","0"
"AssessingRRsPRs_codingscheme_04results","70","2198343","PO9SCZyAW0-9331YtuzBKVxkzL94_LD4Q6yw59Bw50nWUSU2ZqmwWZ9KSfGJLIdQ","number","RESULT_COND_BETWEEN","How many between-subjects conditions were used?","1","","2018-08-06 20:38:47","2018-08-06 20:42:09","2018-08-06 18:40:20","2423.300000140443","","2018-08-06 18:42:43","146014.9000000674","1","40","0"
"AssessingRRsPRs_codingscheme_04results","70","2198343","PO9SCZyAW0-9331YtuzBKVxkzL94_LD4Q6yw59Bw50nWUSU2ZqmwWZ9KSfGJLIdQ","number","RESULT_COND_WITHIN","How many within-subjects conditions were used?","1","","2018-08-06 20:38:47","2018-08-06 20:42:09","2018-08-06 18:40:20","2423.300000140443","3","2018-08-06 18:42:48","150973.4000000171","1","41","0"
"AssessingRRsPRs_codingscheme_04results","70","2198343","PO9SCZyAW0-9331YtuzBKVxkzL94_LD4Q6yw59Bw50nWUSU2ZqmwWZ9KSfGJLIdQ","mc_button","RESULT_EFF_REPORT","Is the effect size reported?","0","","2018-08-06 20:38:47","2018-08-06 20:42:09","2018-08-06 18:40:20","2423.300000140443","1","2018-08-06 18:42:48","151026.1000001337","1","42","0"
"AssessingRRsPRs_codingscheme_04results","70","2198343","PO9SCZyAW0-9331YtuzBKVxkzL94_LD4Q6yw59Bw50nWUSU2ZqmwWZ9KSfGJLIdQ","mc_button","RESULT_EFF_TYPE","What type of effect size?","0","RESULT_EFF_REPORT==1","2018-08-06 20:38:47","2018-08-06 20:42:09","2018-08-06 18:42:49","151490.8000000287","1","2018-08-06 18:42:57","160178.5000001546","1","43","0"
"AssessingRRsPRs_codingscheme_04results","70","2198343","PO9SCZyAW0-9331YtuzBKVxkzL94_LD4Q6yw59Bw50nWUSU2ZqmwWZ9KSfGJLIdQ","mc","RESULT_EFF_PARAM_t","What effect size parameter is reported?","0","RESULT_EFF_REPORT==1 & RESULT_EFF_TYPE==1","2018-08-06 20:38:47","2018-08-06 20:42:09","2018-08-06 18:42:57","160186.2000001129","3","2018-08-06 18:43:11","173368.9000001177","1","44","0"
"AssessingRRsPRs_codingscheme_04results","70","2198343","PO9SCZyAW0-9331YtuzBKVxkzL94_LD4Q6yw59Bw50nWUSU2ZqmwWZ9KSfGJLIdQ","mc","RESULT_EFF_PARAM_F","What effect size parameter is reported?","0","RESULT_EFF_REPORT==1 & RESULT_EFF_TYPE==2","2018-08-06 20:38:47","","","","","","","1","45","1"
"AssessingRRsPRs_codingscheme_04results","70","2198343","PO9SCZyAW0-9331YtuzBKVxkzL94_LD4Q6yw59Bw50nWUSU2ZqmwWZ9KSfGJLIdQ","mc","RESULT_EFF_PARAM_r","What effect size parameter is reported?","0","RESULT_EFF_REPORT==1 & RESULT_EFF_TYPE==3","2018-08-06 20:38:47","","","","","","","1","46","1"
"AssessingRRsPRs_codingscheme_04results","70","2198343","PO9SCZyAW0-9331YtuzBKVxkzL94_LD4Q6yw59Bw50nWUSU2ZqmwWZ9KSfGJLIdQ","mc","RESULT_EFF_PARAM_Chi_z","What effect size parameter is reported?","0","RESULT_EFF_REPORT==1 & RESULT_EFF_TYPE == 4","2018-08-06 20:38:47","","","","","","","1","47","1"
"AssessingRRsPRs_codingscheme_04results","70","2198343","PO9SCZyAW0-9331YtuzBKVxkzL94_LD4Q6yw59Bw50nWUSU2ZqmwWZ9KSfGJLIdQ","text","RESULT_EFF_PARAM_t_OTHER","What effect size parameter is reported?","0","RESULT_EFF_PARAM_t == 3","2018-08-06 20:38:47","2018-08-06 20:42:09","2018-08-06 18:43:11","173373.900000006","partial eta squared ","2018-08-06 18:43:21","183834.9000001326","1","48","0"
"AssessingRRsPRs_codingscheme_04results","70","2198343","PO9SCZyAW0-9331YtuzBKVxkzL94_LD4Q6yw59Bw50nWUSU2ZqmwWZ9KSfGJLIdQ","text","RESULT_EFF_PARAM_F_OTHER","What effect size parameter is reported?","0","RESULT_EFF_PARAM_F == 5","2018-08-06 20:38:47","","","","","","","1","49","1"
"AssessingRRsPRs_codingscheme_04results","70","2198343","PO9SCZyAW0-9331YtuzBKVxkzL94_LD4Q6yw59Bw50nWUSU2ZqmwWZ9KSfGJLIdQ","text","RESULT_EFF_PARAM_r_OTHER","What effect size parameter is reported?","0","RESULT_EFF_PARAM_r == 5","2018-08-06 20:38:47","","","","","","","1","50","1"
"AssessingRRsPRs_codingscheme_04results","70","2198343","PO9SCZyAW0-9331YtuzBKVxkzL94_LD4Q6yw59Bw50nWUSU2ZqmwWZ9KSfGJLIdQ","text","RESULT_EFF_PARAM_Chi_z_OTHER","What effect size parameter is reported?","0","RESULT_EFF_PARAM_Chi_z == 4","2018-08-06 20:38:47","","","","","","","1","51","1"
"AssessingRRsPRs_codingscheme_04results","70","2198343","PO9SCZyAW0-9331YtuzBKVxkzL94_LD4Q6yw59Bw50nWUSU2ZqmwWZ9KSfGJLIdQ","text","RESULT_EFF_PARAM_OTHER","What effect size parameter is reported?","0","RESULT_EFF_TYPE == 5","2018-08-06 20:38:47","","","","","","","1","52","1"
"AssessingRRsPRs_codingscheme_04results","70","2198343","PO9SCZyAW0-9331YtuzBKVxkzL94_LD4Q6yw59Bw50nWUSU2ZqmwWZ9KSfGJLIdQ","number","RESULT_EFF_VALUE","Effect size:","0","RESULT_EFF_REPORT==1","2018-08-06 20:38:47","2018-08-06 20:42:09","2018-08-06 18:42:49","151493.1000000797","0.037","2018-08-06 18:43:28","191177.7000001166","1","53","0"
"AssessingRRsPRs_codingscheme_04results","70","2198343","PO9SCZyAW0-9331YtuzBKVxkzL94_LD4Q6yw59Bw50nWUSU2ZqmwWZ9KSfGJLIdQ","textarea","RESULT_EFF_CALC","Report any data that could be used to calculate the effect size (e.g. means, SDs, group sizes):","1","RESULT_TESTSTAT == 7 & RESULT_EFF_REPORT==2","2018-08-06 20:38:47","","","","","","","1","54","1"
"AssessingRRsPRs_codingscheme_04results","70","2198343","PO9SCZyAW0-9331YtuzBKVxkzL94_LD4Q6yw59Bw50nWUSU2ZqmwWZ9KSfGJLIdQ","note","RESULT_NOTE","##Current article: `r AssessingRRsPRs_codingscheme_01generalstart$ARTICLE_NAME`

###Current study: `r last(AssessingRRsPRs_codingscheme_02study$STUDY_NO)`

###Current confirmatory hypothesis: `r last(AssessingRRsPRs_codingscheme_03hypotheses$HYP_NO)`

####Previously coded result(s) for the current hypothesis: `r AssessingRRsPRs_codingscheme_04results$RESULT_NO`

#### Code a new confirmatory result for hypothesis `r last(AssessingRRsPRs_codingscheme_03hypotheses$HYP_NO)`:","1","","2018-08-06 20:38:47","2018-08-06 20:42:09","2018-08-06 18:40:20","2423.300000140443","1","2018-08-06 18:40:20","","1","0","0"
"AssessingRRsPRs_codingscheme_04results","70","2198343","PO9SCZyAW0-9331YtuzBKVxkzL94_LD4Q6yw59Bw50nWUSU2ZqmwWZ9KSfGJLIdQ","rating_button","RESULT_CODING_DIFFICULTY","How difficult was it to code this result?","0","","2018-08-06 20:38:47","2018-08-06 20:42:09","2018-08-06 18:40:20","2423.300000140443","1","2018-08-06 18:43:36","198378.4000000451","1","56","0"
"AssessingRRsPRs_codingscheme_04results","70","2198343","PO9SCZyAW0-9331YtuzBKVxkzL94_LD4Q6yw59Bw50nWUSU2ZqmwWZ9KSfGJLIdQ","textarea","RESULT_COMMENTS","Any comments regarding (the coding of) this result?","1","","2018-08-06 20:38:47","2018-08-06 20:42:09","2018-08-06 18:40:20","2423.300000140443","","2018-08-06 18:40:20","","1","57","0"
"AssessingRRsPRs_codingscheme_04results","70","2198343","PO9SCZyAW0-9331YtuzBKVxkzL94_LD4Q6yw59Bw50nWUSU2ZqmwWZ9KSfGJLIdQ","mc","RESULT_NEXT","Is there another result that relates to the current hypothesis?","0","","2018-08-06 20:38:47","2018-08-06 20:42:09","2018-08-06 18:40:20","2423.300000140443","3","2018-08-06 18:43:40","202768.0999999866","1","59","0"
"AssessingRRsPRs_codingscheme_04results","70","2198343","PO9SCZyAW0-9331YtuzBKVxkzL94_LD4Q6yw59Bw50nWUSU2ZqmwWZ9KSfGJLIdQ","number","RESULT_NO_TOTAL","How many results are there in total that relate to the current hypothesis?","0","RESULT_NEXT == 2","2018-08-06 20:38:47","","","","","","","1","61","1"
"AssessingRRsPRs_codingscheme_04results","70","2198343","PO9SCZyAW0-9331YtuzBKVxkzL94_LD4Q6yw59Bw50nWUSU2ZqmwWZ9KSfGJLIdQ","note","RESULT_NOTE2","___

### Coding difficulty and comments","1","","2018-08-06 20:38:47","2018-08-06 20:42:09","2018-08-06 18:40:20","2423.300000140443","1","2018-08-06 18:40:20","","1","55","0"
"AssessingRRsPRs_codingscheme_04results","70","2198343","PO9SCZyAW0-9331YtuzBKVxkzL94_LD4Q6yw59Bw50nWUSU2ZqmwWZ9KSfGJLIdQ","textarea","RESULT_FAIL","Please explain:","1","RESULT_NEXT == 2","2018-08-06 20:38:47","","","","","","","1","60","1"
"AssessingRRsPRs_codingscheme_04results","70","2198343","PO9SCZyAW0-9331YtuzBKVxkzL94_LD4Q6yw59Bw50nWUSU2ZqmwWZ9KSfGJLIdQ","note","RESULT_NOTE3","___

### Additional results to be coded","1","","2018-08-06 20:38:47","2018-08-06 20:42:09","2018-08-06 18:40:20","2423.300000140443","1","2018-08-06 18:40:20","","1","58","0"
"AssessingRRsPRs_codingscheme_05conclusions","100","2198346","PO9SCZyAW0-9331YtuzBKVxkzL94_LD4Q6yw59Bw50nWUSU2ZqmwWZ9KSfGJLIdQ","textarea","CONCLUSION_QUOTE","### Conclusion quote
Copy-paste the text containing the conclusion _for this hypothesis_.
Try to find the quote with the most clear, unambiguous statement about the conclusion.
If there are several equally clear, unambiguous statements, choose the one that is most specific for this hypothesis.
If there is no conclusion statement, code ""not reported""","0","","2018-08-06 20:42:12","2018-08-06 21:07:04","2018-08-06 18:43:45","3469.199999934062","The results   further indicate that performance did not differ between   changing state and steady state conditions.","2018-08-06 19:08:12","1470405.800000066","1","1","0"
"AssessingRRsPRs_codingscheme_05conclusions","100","2198346","PO9SCZyAW0-9331YtuzBKVxkzL94_LD4Q6yw59Bw50nWUSU2ZqmwWZ9KSfGJLIdQ","text","CONCLUSION_PAGE","### Page number of the conclusion quote
If there is no conclusion statement, code ""NA""","0","","2018-08-06 20:42:12","2018-08-06 21:07:04","2018-08-06 18:43:45","3469.199999934062","13","2018-08-06 19:08:18","1476639.600000111","1","2","0"
"AssessingRRsPRs_codingscheme_05conclusions","100","2198346","PO9SCZyAW0-9331YtuzBKVxkzL94_LD4Q6yw59Bw50nWUSU2ZqmwWZ9KSfGJLIdQ","mc","CONCLUSION_TYPE","### Conclusion
What is the authors' conclusion _for this hypothesis_?","0","","2018-08-06 20:42:12","2018-08-06 21:07:04","2018-08-06 18:43:45","3469.199999934062","2","2018-08-06 19:08:24","1483095.699999947","1","3","0"
"AssessingRRsPRs_codingscheme_05conclusions","100","2198346","PO9SCZyAW0-9331YtuzBKVxkzL94_LD4Q6yw59Bw50nWUSU2ZqmwWZ9KSfGJLIdQ","note","CONCLUSION_NOTE","##Current article: `r AssessingRRsPRs_codingscheme_01generalstart$ARTICLE_NAME`

###Current study: `r last(AssessingRRsPRs_codingscheme_02study$STUDY_NO)`

###Current confirmatory hypothesis: `r last(AssessingRRsPRs_codingscheme_03hypotheses$HYP_NO)`

*Hypothesis quote:* 

> `r last(AssessingRRsPRs_codingscheme_03hypotheses$HYP_QUOTE)`

#### Code the conclusion for hypothesis `r last(AssessingRRsPRs_codingscheme_03hypotheses$HYP_NO)`:","1","","2018-08-06 20:42:12","2018-08-06 21:07:04","2018-08-06 18:43:45","3469.199999934062","1","2018-08-06 18:43:45","","1","0","0"
"AssessingRRsPRs_codingscheme_05conclusions","100","2198346","PO9SCZyAW0-9331YtuzBKVxkzL94_LD4Q6yw59Bw50nWUSU2ZqmwWZ9KSfGJLIdQ","rating_button","CONCLUSION_CODING_DIFFICULTY","How difficult was it to code this result?","0","","2018-08-06 20:42:12","2018-08-06 21:07:04","2018-08-06 18:43:45","3469.199999934062","1","2018-08-06 19:08:27","1485778.600000078","1","6","0"
"AssessingRRsPRs_codingscheme_05conclusions","100","2198346","PO9SCZyAW0-9331YtuzBKVxkzL94_LD4Q6yw59Bw50nWUSU2ZqmwWZ9KSfGJLIdQ","textarea","CONCLUSION_COMMENTS","Any comments regarding (the coding of) this result?","1","","2018-08-06 20:42:12","2018-08-06 21:07:04","2018-08-06 18:43:45","3469.199999934062","","2018-08-06 18:43:45","","1","7","0"
"AssessingRRsPRs_codingscheme_05conclusions","100","2198346","PO9SCZyAW0-9331YtuzBKVxkzL94_LD4Q6yw59Bw50nWUSU2ZqmwWZ9KSfGJLIdQ","mc","HYP_NEXT","Does the current study contain another confirmatory hypothesis?","0","","2018-08-06 20:42:12","2018-08-06 21:07:04","2018-08-06 18:43:45","3469.199999934062","3","2018-08-06 19:08:32","1491245.099999942","1","9","0"
"AssessingRRsPRs_codingscheme_05conclusions","100","2198346","PO9SCZyAW0-9331YtuzBKVxkzL94_LD4Q6yw59Bw50nWUSU2ZqmwWZ9KSfGJLIdQ","number","HYP_NO_TOTAL","How many confirmatory hypotheses does the current study contain in total?","0","HYP_NEXT == 2","2018-08-06 20:42:12","","","","","","","1","11","1"
"AssessingRRsPRs_codingscheme_05conclusions","100","2198346","PO9SCZyAW0-9331YtuzBKVxkzL94_LD4Q6yw59Bw50nWUSU2ZqmwWZ9KSfGJLIdQ","note","CONCLUSION_NOTE2","___

### Coding difficulty and comments","1","","2018-08-06 20:42:12","2018-08-06 21:07:04","2018-08-06 18:43:45","3469.199999934062","1","2018-08-06 18:43:45","","1","5","0"
"AssessingRRsPRs_codingscheme_05conclusions","100","2198346","PO9SCZyAW0-9331YtuzBKVxkzL94_LD4Q6yw59Bw50nWUSU2ZqmwWZ9KSfGJLIdQ","textarea","HYP_NEXT_COMMENT","Please explain:","1","HYP_NEXT == 2","2018-08-06 20:42:12","","","","","","","1","10","1"
"AssessingRRsPRs_codingscheme_05conclusions","100","2198346","PO9SCZyAW0-9331YtuzBKVxkzL94_LD4Q6yw59Bw50nWUSU2ZqmwWZ9KSfGJLIdQ","textarea","CONCLUSION_TYPE_OTHER","Please explain:","1","CONCLUSION_TYPE > 4","2018-08-06 20:42:12","","","","","","","1","4","1"
"AssessingRRsPRs_codingscheme_05conclusions","100","2198346","PO9SCZyAW0-9331YtuzBKVxkzL94_LD4Q6yw59Bw50nWUSU2ZqmwWZ9KSfGJLIdQ","note","CONCLUSION_NOTE3","___

### Additional hypotheses or studies to be coded from this article","1","","2018-08-06 20:42:12","2018-08-06 21:07:04","2018-08-06 18:43:45","3469.199999934062","1","2018-08-06 18:43:45","","1","8","0"
"AssessingRRsPRs_codingscheme_05conclusions","100","2198346","PO9SCZyAW0-9331YtuzBKVxkzL94_LD4Q6yw59Bw50nWUSU2ZqmwWZ9KSfGJLIdQ","mc","STUDY_NEXT2","Does the current article contain another preregistered study?","0","HYP_NEXT > 1","2018-08-06 20:42:12","2018-08-06 21:07:04","2018-08-06 19:08:32","1491249.300000025","3","2018-08-06 19:08:35","1494154.099999927","1","12","0"
"AssessingRRsPRs_codingscheme_06generalend","140","2198397","PO9SCZyAW0-9331YtuzBKVxkzL94_LD4Q6yw59Bw50nWUSU2ZqmwWZ9KSfGJLIdQ","number","EXPLOR_RESEARCHQ","How many exploratory research questions are investigated?","1","","2018-08-06 21:07:05","2018-08-06 21:10:51","2018-08-06 19:08:38","1649.900000076741","","2018-08-06 19:09:12","35032.60000003502","1","1","0"
"AssessingRRsPRs_codingscheme_06generalend","140","2198397","PO9SCZyAW0-9331YtuzBKVxkzL94_LD4Q6yw59Bw50nWUSU2ZqmwWZ9KSfGJLIdQ","number","EXPLOR_ANALYSES","How many exploratory analyses are calculated?","1","","2018-08-06 21:07:05","2018-08-06 21:10:51","2018-08-06 19:08:38","1649.900000076741","","2018-08-06 19:09:15","38503.50000010803","1","2","0"
"AssessingRRsPRs_codingscheme_06generalend","140","2198397","PO9SCZyAW0-9331YtuzBKVxkzL94_LD4Q6yw59Bw50nWUSU2ZqmwWZ9KSfGJLIdQ","number","HYP_METHOD_LENGTH","Method section word count","1","","2018-08-06 21:07:05","2018-08-06 21:10:51","2018-08-06 19:08:38","1649.900000076741","1329","2018-08-06 19:10:06","89272.6000000257","1","3","0"
"AssessingRRsPRs_codingscheme_06generalend","140","2198397","PO9SCZyAW0-9331YtuzBKVxkzL94_LD4Q6yw59Bw50nWUSU2ZqmwWZ9KSfGJLIdQ","number","GENERAL_HYP_COUNT","How many preregistered, confirmatory hypotheses are reported in total?","0","","2018-08-06 21:07:05","2018-08-06 21:10:51","2018-08-06 19:08:38","1649.900000076741","2","2018-08-06 19:10:15","98452.50000013039","1","4","0"
"AssessingRRsPRs_codingscheme_06generalend","140","2198397","PO9SCZyAW0-9331YtuzBKVxkzL94_LD4Q6yw59Bw50nWUSU2ZqmwWZ9KSfGJLIdQ","mc","GENERAL_HYP_CODING","Did you code all preregistered confirmatory hypotheses in this article?","0","","2018-08-06 21:07:05","2018-08-06 21:10:51","2018-08-06 19:08:38","1649.900000076741","1","2018-08-06 19:10:15","98502.80000013299","1","5","0"
"AssessingRRsPRs_codingscheme_06generalend","140","2198397","PO9SCZyAW0-9331YtuzBKVxkzL94_LD4Q6yw59Bw50nWUSU2ZqmwWZ9KSfGJLIdQ","textarea","GENERAL_COMMENTS","General comments:","1","","2018-08-06 21:07:05","2018-08-06 21:10:51","2018-08-06 19:08:38","1649.900000076741","The article is a Registered Report but does not mention what was preregistered at stage one in terms of exclusions, analyses. I assume it follows the standard RR protocol on these things but it is not explicit.","2018-08-06 19:12:11","214046.8000001274","1","6","0"
"AssessingRRsPRs_codingscheme_06generalend","140","2198397","PO9SCZyAW0-9331YtuzBKVxkzL94_LD4Q6yw59Bw50nWUSU2ZqmwWZ9KSfGJLIdQ","note","END_NOTE","##Current article: `r AssessingRRsPRs_codingscheme_01generalstart$ARTICLE_NAME`

###Almost done! The last few questions:","1","","2018-08-06 21:07:05","2018-08-06 21:10:51","2018-08-06 19:08:38","1649.900000076741","1","2018-08-06 19:08:38","","1","0","0"
"AssessingRRsPRs_codingscheme_06generalend","140","2198397","PO9SCZyAW0-9331YtuzBKVxkzL94_LD4Q6yw59Bw50nWUSU2ZqmwWZ9KSfGJLIdQ","note","END_NOTE2","___

## You made it! Congratulations!","1","","2018-08-06 21:07:05","2018-08-06 21:10:51","2018-08-06 19:08:38","1649.900000076741","1","2018-08-06 19:08:38","","1","7","0"
"AssessingRRsPRs_codingscheme_01generalstart","10","2198419","IYfrhHm94HvQuZeu7gQtjqvwUYhEX5k02hpOejuusUMVN1F687q31vReFFcWUjI6","text","ARTICLE_NAME","Enter the study name as used in tables or text in the meta-analysis. Alternatively: PDF file name.","0","","2018-08-06 21:12:46","2018-08-06 22:13:07","2018-08-06 19:14:19","1671","Forgetting Patterns Differentiate Between Two Forms of Memory  Representation","2018-08-06 20:11:50","3451992","1","1","0"
"AssessingRRsPRs_codingscheme_01generalstart","10","2198419","IYfrhHm94HvQuZeu7gQtjqvwUYhEX5k02hpOejuusUMVN1F687q31vReFFcWUjI6","text","ARTICLE_DOI","DOI of article (if no DOI, include http:// to the study. If not online, leave empty).","0","","2018-08-06 21:12:46","2018-08-06 22:13:07","2018-08-06 19:14:19","1671","DOI: 10.1177/0956797616638307","2018-08-06 20:11:57","3459022","1","2","0"
"AssessingRRsPRs_codingscheme_01generalstart","10","2198419","IYfrhHm94HvQuZeu7gQtjqvwUYhEX5k02hpOejuusUMVN1F687q31vReFFcWUjI6","text","CODED_BY","Your ORCID or full name","0","","2018-08-06 21:12:46","2018-08-06 22:13:07","2018-08-06 19:14:19","1671","Emma L Henderson ","2018-08-06 20:12:05","3467089","1","3","0"
"AssessingRRsPRs_codingscheme_01generalstart","10","2198419","IYfrhHm94HvQuZeu7gQtjqvwUYhEX5k02hpOejuusUMVN1F687q31vReFFcWUjI6","mc","COAUTHORED","### (Co-)Authorship
Did you author or co-author this article or were you involved in the conception or execution of the research described in it?","0","","2018-08-06 21:12:46","2018-08-06 22:13:07","2018-08-06 19:14:19","1671","2","2018-08-06 20:12:05","3467154","1","4","0"
"AssessingRRsPRs_codingscheme_01generalstart","10","2198419","IYfrhHm94HvQuZeu7gQtjqvwUYhEX5k02hpOejuusUMVN1F687q31vReFFcWUjI6","mc","GENERAL_NONPREREG","Does the article contain non-preregistered studies, including pilot studies?","0","","2018-08-06 21:12:46","2018-08-06 22:13:07","2018-08-06 19:14:19","1671","3","2018-08-06 20:12:40","3502099","1","6","0"
"AssessingRRsPRs_codingscheme_01generalstart","10","2198419","IYfrhHm94HvQuZeu7gQtjqvwUYhEX5k02hpOejuusUMVN1F687q31vReFFcWUjI6","number","GENERAL_NONPREREG_COUNT","How many?","1","GENERAL_NONPREREG == 1","2018-08-06 21:12:46","","","","","","","1","7","1"
"AssessingRRsPRs_codingscheme_01generalstart","10","2198419","IYfrhHm94HvQuZeu7gQtjqvwUYhEX5k02hpOejuusUMVN1F687q31vReFFcWUjI6","textarea","GENERAL_NONPREREG_COMMENTS","Any comments regarding non-preregistered studies:","1","GENERAL_NONPREREG == 3 | GENERAL_NONPREREG == 1","2018-08-06 21:12:46","2018-08-06 22:13:07","2018-08-06 20:12:40","3502101","The paper reports the results of two experiments collapsed in to one experiment. Only experiment 2 was pre-registered.","2018-08-06 20:14:37","3619516","1","8","0"
"AssessingRRsPRs_codingscheme_01generalstart","10","2198419","IYfrhHm94HvQuZeu7gQtjqvwUYhEX5k02hpOejuusUMVN1F687q31vReFFcWUjI6","mc","STUDY_CHECK","Does the article contain a preregistered study?
_This is just a check question to let you skip the hypothesis and results page if no study can/should be coded for any reason._","0","","2018-08-06 21:12:46","2018-08-06 22:13:07","2018-08-06 19:14:19","1671","1","2018-08-06 20:14:37","3619590","1","9","0"
"AssessingRRsPRs_codingscheme_01generalstart","10","2198419","IYfrhHm94HvQuZeu7gQtjqvwUYhEX5k02hpOejuusUMVN1F687q31vReFFcWUjI6","textarea","STUDY_FAIL","Please explain:","1","STUDY_CHECK > 1","2018-08-06 21:12:46","","","","","","","1","10","1"
"AssessingRRsPRs_codingscheme_01generalstart","10","2198419","IYfrhHm94HvQuZeu7gQtjqvwUYhEX5k02hpOejuusUMVN1F687q31vReFFcWUjI6","note","GENERAL_NOTE1","## Assessment of effect sizes and the prevalence of “positive” results in RRs and preregistered studies: Pilot phase

Welcome to the coding sheet! This form has a nested structure that follows the presumed structure of an article: An __article__ can contain one or several __studies__, each study can contain one or several __hypotheses__, and each hypothesis can be tested with one or several analyses, meaning that there can be one or several __results__ that relate to each hypothesis. How the form works:

* __Page 1__ (this one): general information about the article
* __Page 2__ (*study* page): specify the first study to be coded in this article
* __Page 3__ (*hypothesis* page): specify the first hypothesis to be coded in this study
* __Page 4__ (*results* page): fill in information about the first result relating to this hypothesis
* If there is another result for this hypothesis, you will loop back and repeat the *results* page
* __Page 5__ (*conclusions* page): when all results for one hypothesis have been coded, code the conclusions for the hypothesis
* If there is another hypothesis to code for this study, you will loop back to the *hypothesis* page
* When all hypotheses for one study have been coded and there is another study to code for this article, you will loop back to the *study* page
* __Page 6__ (final page): When all studies of the article have been coded, fill in a few more general details about the article

We will only code __preregistered__ studies (assuming that an article can contain preregistered and non-preregistered studies, e.g. a pilot study) and __confirmatory__ hypotheses (exploratory hypotheses/analyses are counted, but not coded in detail). 

__*IMPORTANT:*__ Specific responses to some questions will lead to follow-up questions popping up. First: sometimes the follow-up is initially displayed and then disappears when it's not needed - a harmless bug I didn't know how to fix. A more severe bug is when there are follow-up questions to a specific response to a follow-up question to a specific response to a regular question. __If you change your mind too often on the first question, it can lead to some of the pop-up questions malfunctioning/disappearing. Please just try to not click around too much and give precise responses the first time around.__

Please keep notes of any bugs you observe, as well as badly phrased questions, missing answer options, etc. We can fix the form very quickly if needed.

#### Links:
* OSF project: [osf.io/gtz6a](https://osf.io/gtz6a/)
* Prereg document: [osf.io/xdv68](https://osf.io/xdv68/)
* Logbook with a list of articles to be piloted: [osf.io/3uf86](https://osf.io/3uf86/)
___","1","","2018-08-06 21:12:46","2018-08-06 22:13:07","2018-08-06 19:14:19","1671","1","2018-08-06 19:14:19","","1","0","0"
"AssessingRRsPRs_codingscheme_01generalstart","10","2198419","IYfrhHm94HvQuZeu7gQtjqvwUYhEX5k02hpOejuusUMVN1F687q31vReFFcWUjI6","textarea","COAUTHORED_COMMENTS","Please explain:","1","COAUTHORED == 1 | COAUTHORED == 3","2018-08-06 21:12:46","","","","","","","1","5","1"
"AssessingRRsPRs_codingscheme_02study","30","2198541","IYfrhHm94HvQuZeu7gQtjqvwUYhEX5k02hpOejuusUMVN1F687q31vReFFcWUjI6","text","STUDY_NO","Study number (e.g. 1, 2a, 2b, etc.; copy naming conventions from the article). Code ""1"" for single-study papers.","0","","2018-08-06 22:13:09","2018-08-06 22:13:32","2018-08-06 20:14:42","2413","1","2018-08-06 20:14:49","9598","1","1","0"
