"","doi","survey_name","unit_position","unit_session_id","session","type","item_name","label","optional","showif","created","saved","shown","shown_relative","answer","answered","answered_relative","displaycount","display_order","hidden","coder","repeat.var","study.no","hyp.no","result.no","group"
"312","10.1177/0956797616638307","AssessingRRsPRs_codingscheme_05conclusions",100,2198704,"IYfrhHm94HvQuZeu7gQtjqvwUYhEX5k02hpOejuusUMVN1F687q31vReFFcWUjI6","textarea","CONCLUSION_QUOTE","### Conclusion quote
Copy-paste the text containing the conclusion _for this hypothesis_.
Try to find the quote with the most clear, unambiguous statement about the conclusion.
If there are several equally clear, unambiguous statements, choose the one that is most specific for this hypothesis.
If there is no conclusion statement, code """"not reported""""",0,"","2018-08-06 23:15:02","2018-08-06 23:16:39","2018-08-06 21:16:35",2522,"Likewise, relative to recollection-based memories, familiarity-based  memories were more prone to interference than to decay.","2018-08-06 21:17:13",41129,1,1,0,"Emma L Henderson ",3,1,3,NA,"PR"
"313","10.1177/0956797616638307","AssessingRRsPRs_codingscheme_05conclusions",100,2198704,"IYfrhHm94HvQuZeu7gQtjqvwUYhEX5k02hpOejuusUMVN1F687q31vReFFcWUjI6","text","CONCLUSION_PAGE","### Page number of the conclusion quote
If there is no conclusion statement, code """"NA""""",0,"","2018-08-06 23:15:02","2018-08-06 23:16:39","2018-08-06 21:16:35",2522,"816","2018-08-06 21:17:34",62022,1,2,0,"Emma L Henderson ",3,1,3,NA,"PR"
"314","10.1177/0956797616638307","AssessingRRsPRs_codingscheme_05conclusions",100,2198704,"IYfrhHm94HvQuZeu7gQtjqvwUYhEX5k02hpOejuusUMVN1F687q31vReFFcWUjI6","mc","CONCLUSION_TYPE","### Conclusion
What is the authors' conclusion _for this hypothesis_?",0,"","2018-08-06 23:15:02","2018-08-06 23:16:39","2018-08-06 21:16:35",2522,"1","2018-08-06 21:17:35",63193,1,3,0,"Emma L Henderson ",3,1,3,NA,"PR"
"315","10.1177/0956797616638307","AssessingRRsPRs_codingscheme_05conclusions",100,2198704,"IYfrhHm94HvQuZeu7gQtjqvwUYhEX5k02hpOejuusUMVN1F687q31vReFFcWUjI6","note","CONCLUSION_NOTE","##Current article: `r AssessingRRsPRs_codingscheme_01generalstart$ARTICLE_NAME`

###Current study: `r last(AssessingRRsPRs_codingscheme_02study$STUDY_NO)`

###Current confirmatory hypothesis: `r last(AssessingRRsPRs_codingscheme_03hypotheses$HYP_NO)`

*Hypothesis quote:* 

> `r last(AssessingRRsPRs_codingscheme_03hypotheses$HYP_QUOTE)`

#### Code the conclusion for hypothesis `r last(AssessingRRsPRs_codingscheme_03hypotheses$HYP_NO)`:",1,"","2018-08-06 23:15:02","2018-08-06 23:16:39","2018-08-06 21:16:35",2522,"1","2018-08-06 21:16:35",NA,1,0,0,"Emma L Henderson ",3,1,3,NA,"PR"
"316","10.1177/0956797616638307","AssessingRRsPRs_codingscheme_05conclusions",100,2198704,"IYfrhHm94HvQuZeu7gQtjqvwUYhEX5k02hpOejuusUMVN1F687q31vReFFcWUjI6","rating_button","CONCLUSION_CODING_DIFFICULTY","How difficult was it to code this result?",0,"","2018-08-06 23:15:02","2018-08-06 23:16:39","2018-08-06 21:16:35",2522,"2","2018-08-06 21:17:38",65636,1,6,0,"Emma L Henderson ",3,1,3,NA,"PR"
"317","10.1177/0956797616638307","AssessingRRsPRs_codingscheme_05conclusions",100,2198704,"IYfrhHm94HvQuZeu7gQtjqvwUYhEX5k02hpOejuusUMVN1F687q31vReFFcWUjI6","textarea","CONCLUSION_COMMENTS","Any comments regarding (the coding of) this result?",1,"","2018-08-06 23:15:02","2018-08-06 23:16:39","2018-08-06 21:16:35",2522,"","2018-08-06 21:16:35",NA,1,7,0,"Emma L Henderson ",3,1,3,NA,"PR"
"318","10.1177/0956797616638307","AssessingRRsPRs_codingscheme_05conclusions",100,2198704,"IYfrhHm94HvQuZeu7gQtjqvwUYhEX5k02hpOejuusUMVN1F687q31vReFFcWUjI6","mc","HYP_NEXT","Does the current study contain another confirmatory hypothesis?",0,"","2018-08-06 23:15:02","2018-08-06 23:16:39","2018-08-06 21:16:35",2522,"3","2018-08-06 21:18:08",95489,1,9,0,"Emma L Henderson ",3,1,3,NA,"PR"
"319","10.1177/0956797616638307","AssessingRRsPRs_codingscheme_05conclusions",100,2198704,"IYfrhHm94HvQuZeu7gQtjqvwUYhEX5k02hpOejuusUMVN1F687q31vReFFcWUjI6","note","CONCLUSION_NOTE2","___

### Coding difficulty and comments",1,"","2018-08-06 23:15:02","2018-08-06 23:16:39","2018-08-06 21:16:35",2522,"1","2018-08-06 21:16:35",NA,1,5,0,"Emma L Henderson ",3,1,3,NA,"PR"
"320","10.1177/0956797616638307","AssessingRRsPRs_codingscheme_05conclusions",100,2198704,"IYfrhHm94HvQuZeu7gQtjqvwUYhEX5k02hpOejuusUMVN1F687q31vReFFcWUjI6","note","CONCLUSION_NOTE3","___

### Additional hypotheses or studies to be coded from this article",1,"","2018-08-06 23:15:02","2018-08-06 23:16:39","2018-08-06 21:16:35",2522,"1","2018-08-06 21:16:35",NA,1,8,0,"Emma L Henderson ",3,1,3,NA,"PR"
"321","10.1177/0956797616638307","AssessingRRsPRs_codingscheme_05conclusions",100,2198704,"IYfrhHm94HvQuZeu7gQtjqvwUYhEX5k02hpOejuusUMVN1F687q31vReFFcWUjI6","mc","STUDY_NEXT2","Does the current article contain another preregistered study?",0,"HYP_NEXT > 1","2018-08-06 23:15:02","2018-08-06 23:16:39","2018-08-06 21:18:08",95499,"3","2018-08-06 21:18:10",97653,1,12,0,"Emma L Henderson ",1,1,3,NA,"PR"
"322","10.1177/0956797616638307","AssessingRRsPRs_codingscheme_06generalend",140,2198709,"IYfrhHm94HvQuZeu7gQtjqvwUYhEX5k02hpOejuusUMVN1F687q31vReFFcWUjI6","number","EXPLOR_RESEARCHQ","How many exploratory research questions are investigated?",1,"","2018-08-06 23:16:40","2018-08-06 23:25:31","2018-08-06 21:18:13",1649,"2","2018-08-06 21:25:23",431048,1,1,0,"Emma L Henderson ",1,NA,NA,NA,"PR"
"323","10.1177/0956797616638307","AssessingRRsPRs_codingscheme_06generalend",140,2198709,"IYfrhHm94HvQuZeu7gQtjqvwUYhEX5k02hpOejuusUMVN1F687q31vReFFcWUjI6","number","EXPLOR_ANALYSES","How many exploratory analyses are calculated?",1,"","2018-08-06 23:16:40","2018-08-06 23:25:31","2018-08-06 21:18:13",1649,"2","2018-08-06 21:25:25",433780,1,2,0,"Emma L Henderson ",1,NA,NA,NA,"PR"
"324","10.1177/0956797616638307","AssessingRRsPRs_codingscheme_06generalend",140,2198709,"IYfrhHm94HvQuZeu7gQtjqvwUYhEX5k02hpOejuusUMVN1F687q31vReFFcWUjI6","number","HYP_METHOD_LENGTH","Method section word count",1,"","2018-08-06 23:16:40","2018-08-06 23:25:31","2018-08-06 21:18:13",1649,"767","2018-08-06 21:26:37",505571,1,3,0,"Emma L Henderson ",1,NA,NA,NA,"PR"
"365","10.1177/0956797616638307","AssessingRRsPRs_codingscheme_06generalend",140,2198709,"IYfrhHm94HvQuZeu7gQtjqvwUYhEX5k02hpOejuusUMVN1F687q31vReFFcWUjI6","number","GENERAL_HYP_COUNT","How many preregistered, confirmatory hypotheses are reported in total?",0,"","2018-08-06 23:16:40","2018-08-06 23:25:31","2018-08-06 21:18:13",1649,"3","2018-08-06 21:26:59",527935,1,4,0,"Emma L Henderson ",1,NA,NA,NA,"PR"
"366","10.1177/0956797616638307","AssessingRRsPRs_codingscheme_06generalend",140,2198709,"IYfrhHm94HvQuZeu7gQtjqvwUYhEX5k02hpOejuusUMVN1F687q31vReFFcWUjI6","mc","GENERAL_HYP_CODING","Did you code all preregistered confirmatory hypotheses in this article?",0,"","2018-08-06 23:16:40","2018-08-06 23:25:31","2018-08-06 21:18:13",1649,"1","2018-08-06 21:27:00",528007,1,5,0,"Emma L Henderson ",1,NA,NA,NA,"PR"
"367","10.1177/0956797616638307","AssessingRRsPRs_codingscheme_06generalend",140,2198709,"IYfrhHm94HvQuZeu7gQtjqvwUYhEX5k02hpOejuusUMVN1F687q31vReFFcWUjI6","textarea","GENERAL_COMMENTS","General comments:",1,"","2018-08-06 23:16:40","2018-08-06 23:25:31","2018-08-06 21:18:13",1649,"","2018-08-06 21:18:13",NA,1,6,0,"Emma L Henderson ",1,NA,NA,NA,"PR"
"368","10.1177/0956797616638307","AssessingRRsPRs_codingscheme_06generalend",140,2198709,"IYfrhHm94HvQuZeu7gQtjqvwUYhEX5k02hpOejuusUMVN1F687q31vReFFcWUjI6","note","END_NOTE","##Current article: `r AssessingRRsPRs_codingscheme_01generalstart$ARTICLE_NAME`

###Almost done! The last few questions:",1,"","2018-08-06 23:16:40","2018-08-06 23:25:31","2018-08-06 21:18:13",1649,"1","2018-08-06 21:18:13",NA,1,0,0,"Emma L Henderson ",1,NA,NA,NA,"PR"
"369","10.1177/0956797616638307","AssessingRRsPRs_codingscheme_06generalend",140,2198709,"IYfrhHm94HvQuZeu7gQtjqvwUYhEX5k02hpOejuusUMVN1F687q31vReFFcWUjI6","note","END_NOTE2","___

## You made it! Congratulations!",1,"","2018-08-06 23:16:40","2018-08-06 23:25:31","2018-08-06 21:18:13",1649,"1","2018-08-06 21:18:13",NA,1,7,0,"Emma L Henderson ",1,NA,NA,NA,"PR"
"2614","10.1177/0956797616678438","AssessingRRsPRs_codingscheme_01generalstart",10,2211843,"mcsdz51MAvvmBo0wlld9vc1qVshSmWbqfK_2q6gybqxJJgJt3yIVm3XgRF2ElBQz","text","ARTICLE_NAME","Enter the study name as used in tables or text in the meta-analysis. Alternatively: PDF file name.",0,"","2018-08-13 11:49:15","2018-08-13 18:34:41","2018-08-13 09:50:59",782,"A Large-Scale Test of the Goldilocks Hypothesis: Quantifying the Relations Between Digital-Screen Use and the Mental Well-Being of Adolescents","2018-08-13 09:51:11",12477,1,1,0,"0000-0002-6627-0746",1,NA,NA,NA,"PR"
"2615","10.1177/0956797616678438","AssessingRRsPRs_codingscheme_01generalstart",10,2211843,"mcsdz51MAvvmBo0wlld9vc1qVshSmWbqfK_2q6gybqxJJgJt3yIVm3XgRF2ElBQz","text","ARTICLE_DOI","DOI of article (if no DOI, include http:// to the study. If not online, leave empty).",0,"","2018-08-13 11:49:15","2018-08-13 18:34:41","2018-08-13 09:50:59",782,"10.1177/0956797616678438","2018-08-13 09:51:25",26755,1,2,0,"0000-0002-6627-0746",1,NA,NA,NA,"PR"
"2616","10.1177/0956797616678438","AssessingRRsPRs_codingscheme_01generalstart",10,2211843,"mcsdz51MAvvmBo0wlld9vc1qVshSmWbqfK_2q6gybqxJJgJt3yIVm3XgRF2ElBQz","text","CODED_BY","Your ORCID or full name",0,"","2018-08-13 11:49:15","2018-08-13 18:34:41","2018-08-13 09:50:59",782,"0000-0002-6627-0746","2018-08-13 09:51:28",29658,1,3,0,"0000-0002-6627-0746",1,NA,NA,NA,"PR"
"2617","10.1177/0956797616678438","AssessingRRsPRs_codingscheme_01generalstart",10,2211843,"mcsdz51MAvvmBo0wlld9vc1qVshSmWbqfK_2q6gybqxJJgJt3yIVm3XgRF2ElBQz","mc","COAUTHORED","### (Co-)Authorship
Did you author or co-author this article or were you involved in the conception or execution of the research described in it?",0,"","2018-08-13 11:49:15","2018-08-13 18:34:41","2018-08-13 09:50:59",782,"2","2018-08-13 09:51:28",29765,1,4,0,"0000-0002-6627-0746",1,NA,NA,NA,"PR"
"2618","10.1177/0956797616678438","AssessingRRsPRs_codingscheme_01generalstart",10,2211843,"mcsdz51MAvvmBo0wlld9vc1qVshSmWbqfK_2q6gybqxJJgJt3yIVm3XgRF2ElBQz","mc","GENERAL_NONPREREG","Does the article contain non-preregistered studies, including pilot studies?",0,"","2018-08-13 11:49:15","2018-08-13 18:34:41","2018-08-13 09:50:59",782,"2","2018-08-13 15:46:20",21320559,1,6,0,"0000-0002-6627-0746",1,NA,NA,NA,"PR"
"2619","10.1177/0956797616678438","AssessingRRsPRs_codingscheme_01generalstart",10,2211843,"mcsdz51MAvvmBo0wlld9vc1qVshSmWbqfK_2q6gybqxJJgJt3yIVm3XgRF2ElBQz","mc","STUDY_CHECK","Does the article contain a preregistered study?
_This is just a check question to let you skip the hypothesis and results page if no study can/should be coded for any reason._",0,"","2018-08-13 11:49:15","2018-08-13 18:34:41","2018-08-13 09:50:59",782,"1","2018-08-13 15:46:22",21322631,1,9,0,"0000-0002-6627-0746",1,NA,NA,NA,"PR"
"2620","10.1177/0956797616678438","AssessingRRsPRs_codingscheme_01generalstart",10,2211843,"mcsdz51MAvvmBo0wlld9vc1qVshSmWbqfK_2q6gybqxJJgJt3yIVm3XgRF2ElBQz","note","GENERAL_NOTE1","## Assessment of effect sizes and the prevalence of “positive” results in RRs and preregistered studies: Pilot phase

Welcome to the coding sheet! This form has a nested structure that follows the presumed structure of an article: An __article__ can contain one or several __studies__, each study can contain one or several __hypotheses__, and each hypothesis can be tested with one or several analyses, meaning that there can be one or several __results__ that relate to each hypothesis. How the form works:

* __Page 1__ (this one): general information about the article
* __Page 2__ (*study* page): specify the first study to be coded in this article
* __Page 3__ (*hypothesis* page): specify the first hypothesis to be coded in this study
* __Page 4__ (*results* page): fill in information about the first result relating to this hypothesis
* If there is another result for this hypothesis, you will loop back and repeat the *results* page
* __Page 5__ (*conclusions* page): when all results for one hypothesis have been coded, code the conclusions for the hypothesis
* If there is another hypothesis to code for this study, you will loop back to the *hypothesis* page
* When all hypotheses for one study have been coded and there is another study to code for this article, you will loop back to the *study* page
* __Page 6__ (final page): When all studies of the article have been coded, fill in a few more general details about the article

We will only code __preregistered__ studies (assuming that an article can contain preregistered and non-preregistered studies, e.g. a pilot study) and __confirmatory__ hypotheses (exploratory hypotheses/analyses are counted, but not coded in detail). 

__*IMPORTANT:*__ Specific responses to some questions will lead to follow-up questions popping up. First: sometimes the follow-up is initially displayed and then disappears when it's not needed - a harmless bug I didn't know how to fix. A more severe bug is when there are follow-up questions to a specific response to a follow-up question to a specific response to a regular question. __If you change your mind too often on the first question, it can lead to some of the pop-up questions malfunctioning/disappearing. Please just try to not click around too much and give precise responses the first time around.__

Please keep notes of any bugs you observe, as well as badly phrased questions, missing answer options, etc. We can fix the form very quickly if needed.

#### Links:
* OSF project: [osf.io/gtz6a](https://osf.io/gtz6a/)
* Prereg document: [osf.io/xdv68](https://osf.io/xdv68/)
* Logbook with a list of articles to be piloted: [osf.io/3uf86](https://osf.io/3uf86/)
___",1,"","2018-08-13 11:49:15","2018-08-13 18:34:41","2018-08-13 09:50:59",782,"1","2018-08-13 09:50:59",NA,1,0,0,"0000-0002-6627-0746",1,NA,NA,NA,"PR"
"2621","10.1177/0956797616678438","AssessingRRsPRs_codingscheme_02study",30,2213169,"mcsdz51MAvvmBo0wlld9vc1qVshSmWbqfK_2q6gybqxJJgJt3yIVm3XgRF2ElBQz","text","STUDY_NO","Study number (e.g. 1, 2a, 2b, etc.; copy naming conventions from the article). Code """"1"""" for single-study papers.",0,"","2018-08-13 18:34:42","2018-08-13 18:34:52","2018-08-13 16:36:27",1994,"1","2018-08-13 16:36:32",6645,1,1,0,"0000-0002-6627-0746",1,1,NA,NA,"PR"
"2622","10.1177/0956797616678438","AssessingRRsPRs_codingscheme_02study",30,2213169,"mcsdz51MAvvmBo0wlld9vc1qVshSmWbqfK_2q6gybqxJJgJt3yIVm3XgRF2ElBQz","mc","STUDY_META_ANALYSIS","Is the study a meta-analysis or a systematic review?",0,"","2018-08-13 18:34:42","2018-08-13 18:34:52","2018-08-13 16:36:27",1994,"2","2018-08-13 16:36:34",8060,1,2,0,"0000-0002-6627-0746",1,1,NA,NA,"PR"
"2623","10.1177/0956797616678438","AssessingRRsPRs_codingscheme_02study",30,2213169,"mcsdz51MAvvmBo0wlld9vc1qVshSmWbqfK_2q6gybqxJJgJt3yIVm3XgRF2ElBQz","mc","HYP_CHECK","Does this study contain a confirmatory hypothesis?
_This is just a check question to let you skip the results page if no results can/should be coded for any reason._",0,"STUDY_META_ANALYSIS == 2","2018-08-13 18:34:42","2018-08-13 18:34:52","2018-08-13 16:36:34",8070,"1","2018-08-13 16:36:36",10486,1,5,0,"0000-0002-6627-0746",1,1,NA,NA,"PR"
"2624","10.1177/0956797616678438","AssessingRRsPRs_codingscheme_02study",30,2213169,"mcsdz51MAvvmBo0wlld9vc1qVshSmWbqfK_2q6gybqxJJgJt3yIVm3XgRF2ElBQz","note","STUDY_NOTE","##Current article: `r AssessingRRsPRs_codingscheme_01generalstart$ARTICLE_NAME`

#### Previously coded studies in this article: `r AssessingRRsPRs_codingscheme_02study$STUDY_NO`

#### Code a new study:",1,"","2018-08-13 18:34:42","2018-08-13 18:34:52","2018-08-13 16:36:27",1994,"1","2018-08-13 16:36:27",NA,1,0,0,"0000-0002-6627-0746",1,1,NA,NA,"PR"
"2625","10.1177/0956797616678438","AssessingRRsPRs_codingscheme_03hypotheses",50,2213177,"mcsdz51MAvvmBo0wlld9vc1qVshSmWbqfK_2q6gybqxJJgJt3yIVm3XgRF2ElBQz","text","HYP_NO","Hypothesis number (e.g. 1, 2a, 2b, etc.; copy naming conventions from the article). Code """"1"""" if there is only one confirmatory hypothesis.",0,"","2018-08-13 18:34:54","2018-08-13 18:53:11","2018-08-13 16:36:39",2759,"1","2018-08-13 16:37:15",38097,1,1,0,"0000-0002-6627-0746",1,1,1,NA,"PR"
"2626","10.1177/0956797616678438","AssessingRRsPRs_codingscheme_03hypotheses",50,2213177,"mcsdz51MAvvmBo0wlld9vc1qVshSmWbqfK_2q6gybqxJJgJt3yIVm3XgRF2ElBQz","textarea","HYP_QUOTE","### Hypothesis quote
Copy-paste the text which states _this_ hypothesis.
Try to find the quote with the most clear, unambiguous statement of the hypothesis.
If no hypothesis is reported, code """"not reported""""",0,"","2018-08-13 18:34:54","2018-08-13 18:53:11","2018-08-13 16:36:39",2759,"As predicted
by the Goldilocks hypothesis, we expected to find curvilinear
associations, with no costs to mental well-being for
moderate levels of screen time and some detriments at
high levels.","2018-08-13 16:53:02",985020,1,2,0,"0000-0002-6627-0746",1,1,1,NA,"PR"
"2627","10.1177/0956797616678438","AssessingRRsPRs_codingscheme_03hypotheses",50,2213177,"mcsdz51MAvvmBo0wlld9vc1qVshSmWbqfK_2q6gybqxJJgJt3yIVm3XgRF2ElBQz","text","HYP_PAGE","### Page number of the hypothesis quote
If no hypothesis is reported, code """"NA""""",0,"","2018-08-13 18:34:54","2018-08-13 18:53:11","2018-08-13 16:36:39",2759,"205","2018-08-13 16:54:16",1059655,1,3,0,"0000-0002-6627-0746",1,1,1,NA,"PR"
"2628","10.1177/0956797616678438","AssessingRRsPRs_codingscheme_03hypotheses",50,2213177,"mcsdz51MAvvmBo0wlld9vc1qVshSmWbqfK_2q6gybqxJJgJt3yIVm3XgRF2ElBQz","mc","HYP_DIRECTION","Is the hypothesis directional (authors predict the sign of an effect, e.g. group A > group B, negative correlation)?
directional effect = hypothesis predicts the sign of the effect
non-directional effect = hypothesis predicts an effect without specifying the direction
absence of an effect = hypothesis predicts that an effect is zero or closer to zero than some criterion
compound = hypothesis relates to more than one effect (e.g. """"A > B *and* C = D"""")",0,"","2018-08-13 18:34:54","2018-08-13 18:53:11","2018-08-13 16:36:39",2759,"7","2018-08-13 16:54:17",1059777,1,4,0,"0000-0002-6627-0746",1,1,1,NA,"PR"
"2629","10.1177/0956797616678438","AssessingRRsPRs_codingscheme_03hypotheses",50,2213177,"mcsdz51MAvvmBo0wlld9vc1qVshSmWbqfK_2q6gybqxJJgJt3yIVm3XgRF2ElBQz","text","HYP_DIRECTION_OTHER","Please explain:",0,"HYP_DIRECTION == 7","2018-08-13 18:34:54","2018-08-13 18:53:11","2018-08-13 16:54:17",1060179,"The hypothesis predicts a curvilinear relationship","2018-08-13 16:54:47",1090547,1,5,0,"0000-0002-6627-0746",1,1,1,NA,"PR"
"2630","10.1177/0956797616678438","AssessingRRsPRs_codingscheme_03hypotheses",50,2213177,"mcsdz51MAvvmBo0wlld9vc1qVshSmWbqfK_2q6gybqxJJgJt3yIVm3XgRF2ElBQz","mc_button","HYP_DEPEND","Is the hypothesis independent from all other (confirmatory) hypotheses in this study?",0,"","2018-08-13 18:34:54","2018-08-13 18:53:11","2018-08-13 16:36:39",2759,"1","2018-08-13 16:54:47",1090678,1,6,0,"0000-0002-6627-0746",1,1,1,NA,"PR"
"2631","10.1177/0956797616678438","AssessingRRsPRs_codingscheme_03hypotheses",50,2213177,"mcsdz51MAvvmBo0wlld9vc1qVshSmWbqfK_2q6gybqxJJgJt3yIVm3XgRF2ElBQz","mc_button","HYP_REPLICATION","Is this hypothesis part of a replication attempt?",0,"","2018-08-13 18:34:54","2018-08-13 18:53:11","2018-08-13 16:36:39",2759,"2","2018-08-13 16:54:49",1092247,1,8,0,"0000-0002-6627-0746",1,1,1,NA,"PR"
"2632","10.1177/0956797616678438","AssessingRRsPRs_codingscheme_03hypotheses",50,2213177,"mcsdz51MAvvmBo0wlld9vc1qVshSmWbqfK_2q6gybqxJJgJt3yIVm3XgRF2ElBQz","note","HYP_NOTE","##Current article: `r AssessingRRsPRs_codingscheme_01generalstart$ARTICLE_NAME`

###Current study: `r last(AssessingRRsPRs_codingscheme_02study$STUDY_NO)`

####Previously coded confirmatory hypothesis/hypotheses for the current study: `r AssessingRRsPRs_codingscheme_03hypotheses$HYP_NO`

#### Code a new confirmatory hypothesis for Study `r last(AssessingRRsPRs_codingscheme_02study$STUDY_NO)`:",1,"","2018-08-13 18:34:54","2018-08-13 18:53:11","2018-08-13 16:36:39",2759,"1","2018-08-13 16:36:39",NA,1,0,0,"0000-0002-6627-0746",1,1,1,NA,"PR"
"2633","10.1177/0956797616678438","AssessingRRsPRs_codingscheme_03hypotheses",50,2213177,"mcsdz51MAvvmBo0wlld9vc1qVshSmWbqfK_2q6gybqxJJgJt3yIVm3XgRF2ElBQz","rating_button","HYP_CODING_DIFFICULTY","How difficult was it to code this hypothesis?",0,"","2018-08-13 18:34:54","2018-08-13 18:53:11","2018-08-13 16:36:39",2759,"2","2018-08-13 16:54:52",1095572,1,14,0,"0000-0002-6627-0746",1,1,1,NA,"PR"
"2634","10.1177/0956797616678438","AssessingRRsPRs_codingscheme_03hypotheses",50,2213177,"mcsdz51MAvvmBo0wlld9vc1qVshSmWbqfK_2q6gybqxJJgJt3yIVm3XgRF2ElBQz","textarea","HYP_COMMENTS","Any comments regarding (the coding of) this hypothesis?",1,"","2018-08-13 18:34:54","2018-08-13 18:53:11","2018-08-13 16:36:39",2759,"","2018-08-13 16:36:39",NA,1,15,0,"0000-0002-6627-0746",1,1,1,NA,"PR"
"2635","10.1177/0956797616678438","AssessingRRsPRs_codingscheme_03hypotheses",50,2213177,"mcsdz51MAvvmBo0wlld9vc1qVshSmWbqfK_2q6gybqxJJgJt3yIVm3XgRF2ElBQz","mc","RESULT_CHECK","Is there an empirical result that relates to this hypothesis?
_This is just a check question to let you skip the results page if no results can/should be coded for any reason._",0,"","2018-08-13 18:34:54","2018-08-13 18:53:11","2018-08-13 16:36:39",2759,"1","2018-08-13 16:54:55",1097900,1,17,0,"0000-0002-6627-0746",1,1,1,NA,"PR"
"2636","10.1177/0956797616678438","AssessingRRsPRs_codingscheme_03hypotheses",50,2213177,"mcsdz51MAvvmBo0wlld9vc1qVshSmWbqfK_2q6gybqxJJgJt3yIVm3XgRF2ElBQz","note","HYP_NOTE2","___

### Coding difficulty and comments",1,"","2018-08-13 18:34:54","2018-08-13 18:53:11","2018-08-13 16:36:39",2759,"1","2018-08-13 16:36:39",NA,1,13,0,"0000-0002-6627-0746",1,1,1,NA,"PR"
"2637","10.1177/0956797616678438","AssessingRRsPRs_codingscheme_03hypotheses",50,2213177,"mcsdz51MAvvmBo0wlld9vc1qVshSmWbqfK_2q6gybqxJJgJt3yIVm3XgRF2ElBQz","note","HYP_NOTE3","___

### Continue to results",1,"","2018-08-13 18:34:54","2018-08-13 18:53:11","2018-08-13 16:36:39",2759,"1","2018-08-13 16:36:39",NA,1,16,0,"0000-0002-6627-0746",1,1,1,NA,"PR"
"2638","10.1177/0956797616678438","AssessingRRsPRs_codingscheme_04results",70,2213253,"mcsdz51MAvvmBo0wlld9vc1qVshSmWbqfK_2q6gybqxJJgJt3yIVm3XgRF2ElBQz","number","RESULT_NO","Result number:
If the hypothesis relates to more than one result, please number the results consecutively.",0,"","2018-08-13 18:53:14","2018-08-15 19:11:00","2018-08-15 08:21:47",2179,"1","2018-08-15 14:32:55",22269144,3,1,0,"0000-0002-6627-0746",1,1,1,1,"PR"
"2639","10.1177/0956797616678438","AssessingRRsPRs_codingscheme_04results",70,2213253,"mcsdz51MAvvmBo0wlld9vc1qVshSmWbqfK_2q6gybqxJJgJt3yIVm3XgRF2ElBQz","textarea","RESULT_QUOTE","### Result quote
Copy-paste the text containing the test result. If the result is reported in a table or figure and *not* in the text, state the table of figure instead (e.g., """"Table 4"""", """"Figure 1A"""").
Priority is as follows:
1. Try to find a quote from the text. 
If there is none >
2. Try to find a table containing the result. 
If there is none >
3. Try to find a figure containing the result. 
If there is none >
4. Code """"not reported""""",0,"","2018-08-13 18:53:14","2018-08-15 19:11:00","2018-08-15 08:21:47",2179,"Table 1","2018-08-15 17:05:30",31424576,3,2,0,"0000-0002-6627-0746",1,1,1,1,"PR"
"2640","10.1177/0956797616678438","AssessingRRsPRs_codingscheme_04results",70,2213253,"mcsdz51MAvvmBo0wlld9vc1qVshSmWbqfK_2q6gybqxJJgJt3yIVm3XgRF2ElBQz","text","RESULT_PAGE","Page number of the result quote
(or of the table or figure)
If no result is reported, code """"NA"""".",0,"","2018-08-13 18:53:14","2018-08-15 19:11:00","2018-08-15 08:21:47",2179,"209","2018-08-15 17:05:41",31435696,3,3,0,"0000-0002-6627-0746",1,1,1,1,"PR"
"2641","10.1177/0956797616678438","AssessingRRsPRs_codingscheme_04results",70,2213253,"mcsdz51MAvvmBo0wlld9vc1qVshSmWbqfK_2q6gybqxJJgJt3yIVm3XgRF2ElBQz","mc_multiple_button","RESULT_TYPE","What kind of analysis was used?
(Select all that apply)",1,"","2018-08-13 18:53:14","2018-08-15 19:11:00","2018-08-15 08:21:47",2179,"freqtest","2018-08-15 17:05:42",31435852,3,4,0,"0000-0002-6627-0746",1,1,1,1,"PR"
"2642","10.1177/0956797616678438","AssessingRRsPRs_codingscheme_04results",70,2213253,"mcsdz51MAvvmBo0wlld9vc1qVshSmWbqfK_2q6gybqxJJgJt3yIVm3XgRF2ElBQz","note","RESULT_FREQ_NOTE","___

### Frequentist analyses:",1,"RESULT_TYPE %contains% """"freqtest""""","2018-08-13 18:53:14","2018-08-15 19:11:00","2018-08-15 17:05:42",31436233,"1","2018-08-15 17:05:42",NA,3,6,0,"0000-0002-6627-0746",1,1,1,1,"PR"
"2643","10.1177/0956797616678438","AssessingRRsPRs_codingscheme_04results",70,2213253,"mcsdz51MAvvmBo0wlld9vc1qVshSmWbqfK_2q6gybqxJJgJt3yIVm3XgRF2ElBQz","mc_button","RESULT_CRIT_ALPHA_REPORT","Is the used alpha level made explicit?",0,"RESULT_TYPE %contains% """"freqtest""""","2018-08-13 18:53:14","2018-08-15 19:11:00","2018-08-15 17:05:42",31436235,"2","2018-08-15 17:05:45",31439276,3,7,0,"0000-0002-6627-0746",1,1,1,1,"PR"
